repository_organization,Unnamed: 0,Repos,ReposWhichAreForks,PushEvents,Pushers,FirstPush,LastPush,PushDurationDays,repository_homepages,repository_owners,repository_languages,WatchEvents,ForkEvents,IssuesEvents,IssueCommentEvents,DownloadEvents,PullRequestsClosed,PullRequestsMerged,SO_repos_linked_to,SO_posts_linking_to_orgs_repos,SO_answers_linking_to_orgs_repos,org_created,TempTable,blog,FirstEvent,EarlyEvents,MinsTo20Events,First20_Creates,First20_Forks,First20_Pushes,First20_WatchEvents,First20_IssueEvents,First20_PullRequests,First20_DistinctRepos,First20_OtherEvents,Event20Time,type
,12412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
featurist,featurist,66.0,26.0,1017.0,6.0,1331588784.0,1385387472.0,623.0,13.0,1.0,9.0,216.0,55.0,87.0,90.0,0.0,23.0,30.0,2.0,7.0,5.0,2011-09-00 00:00:00,0.0,http://featurist.co.uk,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
fhacktory,fhacktory,3.0,0.0,159.0,8.0,1378163517.0,1381866627.0,43.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
findfun-hyz,findfun-hyz,1.0,0.0,13.0,2.0,1384065050.0,1384591955.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
fingerpaintmarketing,fingerpaintmarketing,2.0,0.0,18.0,1.0,1351791752.0,1373394093.0,251.0,0.0,1.0,2.0,3.0,1.0,8.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2012-10-02 00:00:00,4.0,http://fingerpaintmarketing.com,,17.0,27514.13,2.0,0.0,7.0,0.0,8.0,0.0,2.0,2.0,2012-11-20 20:16:40,3.0
fixture-py,fixture-py,1.0,0.0,8.0,2.0,1372335918.0,1372935767.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
flipstudio,flipstudio,20.0,19.0,73.0,8.0,1344624419.0,1383760406.0,453.0,6.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
freevo,freevo,9.0,0.0,274.0,3.0,1332830312.0,1372067101.0,455.0,5.0,1.0,2.0,15.0,24.0,18.0,101.0,0.0,28.0,25.0,0.0,0.0,0.0,2012-01-01 00:00:00,0.0,www.freevo.org,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,2.0
funstudios,funstudios,3.0,0.0,34.0,1.0,1363980070.0,1367385553.0,40.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-09-01 00:00:00,4.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
gablab,gablab,4.0,1.0,41.0,4.0,1352164889.0,1382559403.0,352.0,2.0,1.0,3.0,3.0,17.0,20.0,143.0,0.0,28.0,37.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
gael-ltd,gael-ltd,6.0,3.0,208.0,12.0,1337592321.0,1381436278.0,508.0,2.0,1.0,2.0,0.0,0.0,0.0,28.0,0.0,33.0,27.0,0.0,0.0,0.0,2011-09-01 00:00:00,0.0,http://www.gaelquality.com/,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
ganttly,ganttly,1.0,0.0,31.0,3.0,1368603757.0,1369981250.0,16.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
garagegeeksco,garagegeeksco,2.0,0.0,264.0,2.0,1334230212.0,1338249756.0,47.0,2.0,1.0,2.0,0.0,9.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2012-04-01 00:00:00,0.0,http://garagegeeks.herokuapp.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
gcmd3,gcmd3,1.0,0.0,2.0,1.0,1365286742.0,1369411098.0,48.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
geany,geany,8.0,0.0,1300.0,11.0,1331576675.0,1385203983.0,621.0,5.0,1.0,5.0,426.0,323.0,0.0,735.0,0.0,323.0,180.0,1.0,2.0,2.0,2011-10-00 00:00:00,0.0,http://www.geany.org,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,2.0
gec,gec,13.0,3.0,904.0,7.0,1331561794.0,1384985315.0,619.0,5.0,1.0,6.0,27.0,21.0,0.0,9.0,0.0,8.0,8.0,0.0,0.0,0.0,2011-01-00 00:00:00,0.0,http://gec.github.com/Total-Grid/,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
geek-university,geek-university,2.0,0.0,154.0,3.0,1362930922.0,1368654574.0,67.0,0.0,1.0,2.0,0.0,0.0,44.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
geosolutions-it,geosolutions-it,44.0,12.0,3442.0,21.0,1331918749.0,1385391665.0,619.0,9.0,2.0,8.0,106.0,63.0,1905.0,475.0,0.0,81.0,192.0,1.0,1.0,0.0,2011-05-00 00:00:00,0.0,http://www.geo-solutions.it,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
gfax,gfax,14.0,1.0,234.0,2.0,1357606501.0,1383237277.0,297.0,4.0,1.0,1.0,2.0,3.0,2.0,4.0,0.0,4.0,3.0,0.0,0.0,0.0,2013-01-00 00:00:00,4.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
gluegent,gluegent,9.0,3.0,24.0,2.0,1364705020.0,1378114892.0,156.0,1.0,1.0,3.0,0.0,0.0,4.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,2012-12-00 00:00:00,4.0,http://www.gluegent.com/,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
gogol-medien,gogol-medien,3.0,0.0,24.0,1.0,1371042114.0,1380025588.0,104.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2013-05-01 00:00:00,2.0,http://www.gogol-medien.de,,20.0,7415.05,3.0,0.0,12.0,0.0,0.0,4.0,1.0,3.0,2013-06-17 12:59:15,3.0
goodbrews,goodbrews,7.0,3.0,190.0,1.0,1360875156.0,1383605881.0,264.0,5.0,1.0,3.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-10-00 00:00:00,4.0,https://goodbre.ws/,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
granitehorizon,granitehorizon,1.0,0.0,24.0,3.0,1370897651.0,1374607781.0,43.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
grjug,grjug,2.0,0.0,20.0,3.0,1368617986.0,1379423377.0,126.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
gromacs,gromacs,4.0,0.0,3022.0,1.0,1331545029.0,1384970385.0,619.0,2.0,1.0,5.0,22.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-06-00 00:00:00,0.0,www.gromacs.org,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,2.0
group-20-57-61,group-20-57-61,3.0,0.0,12.0,5.0,1379384209.0,1380018774.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
groupefungo,groupefungo,7.0,3.0,95.0,4.0,1357230785.0,1385126604.0,323.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-12-02 00:00:00,0.0,www.fungo.ca,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
hadoop-illuminated,hadoop-illuminated,5.0,0.0,134.0,5.0,1370157046.0,1384153680.0,162.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-02 00:00:00,2.0,http://hadoopilluminated.com,,20.0,26714.58,7.0,0.0,12.0,1.0,0.0,0.0,3.0,7.0,2013-06-20 14:55:20,3.0
halfreal,halfreal,3.0,1.0,15.0,2.0,1376949504.0,1385393878.0,98.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
ham21,ham21,2.0,0.0,214.0,1.0,1335226662.0,1352825961.0,204.0,1.0,1.0,2.0,22.0,0.0,3.0,0.0,29.0,0.0,0.0,1.0,1.0,1.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,
handstandtech,handstandtech,4.0,1.0,34.0,1.0,1332776075.0,1381597175.0,566.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-12-02 00:00:00,0.0,http://handstandtech.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
haxenme,haxenme,6.0,1.0,861.0,9.0,1345525096.0,1382852771.0,433.0,3.0,1.0,5.0,311.0,146.0,31.0,222.0,0.0,64.0,48.0,1.0,2.0,2.0,2012-08-02 00:00:00,4.0,http://www.nme.io,,20.0,138641.53,2.0,0.0,7.0,3.0,2.0,5.0,3.0,2.0,2012-11-25 11:57:36,3.0
hibari,hibari,23.0,9.0,261.0,1.0,1348965319.0,1365308938.0,190.0,6.0,1.0,4.0,42.0,19.0,63.0,126.0,0.0,1.0,0.0,0.0,0.0,0.0,2010-11-01 00:00:00,0.0,http://hibari.github.com/hibari-doc,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
hoangnhien,hoangnhien,2.0,0.0,55.0,1.0,1340916284.0,1354272996.0,155.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
hpgem,hpgem,6.0,6.0,34.0,3.0,1363210774.0,1379698162.0,191.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-03-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
hungrytribe,hungrytribe,1.0,1.0,54.0,2.0,1354753736.0,1358991532.0,50.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-08-00 00:00:00,0.0,nutrivise.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,
hydrologics,hydrologics,3.0,0.0,51.0,4.0,1332395738.0,1379139587.0,542.0,1.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,10.0,10.0,0.0,0.0,0.0,2010-08-01 00:00:00,0.0,www.hydrologics.net,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
iasta,iasta,2.0,2.0,21.0,2.0,1333481222.0,1335212013.0,21.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
icilaba-creation,icilaba-creation,6.0,0.0,25.0,2.0,1335718437.0,1359699417.0,278.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-04-02 00:00:00,5.0,http://www.icilaba-creation.com,,20.0,104543.48,13.0,0.0,7.0,0.0,0.0,0.0,7.0,13.0,2012-07-11 07:06:59,3.0
icpc-live,icpc-live,2.0,0.0,108.0,9.0,1370957901.0,1385335307.0,167.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
icti,icti,7.0,0.0,17.0,1.0,1347453017.0,1384432900.0,429.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-09-00 00:00:00,0.0,http://www.icti.es,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
ideacreation,ideacreation,1.0,0.0,10.0,2.0,1359922536.0,1380462482.0,238.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-02-01 00:00:00,0.0,www.e-guma.ch,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
idebate,idebate,2.0,0.0,16.0,1.0,1360331726.0,1365172984.0,57.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-02-00 00:00:00,3.0,http://www.idebate.org,,19.0,80687.7,3.0,0.0,16.0,0.0,0.0,0.0,3.0,3.0,2013-04-05 14:43:04,3.0
ifLab,ifLab,6.0,0.0,30.0,3.0,1382616907.0,1385052101.0,29.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-02 00:00:00,1.0,www.iflab.org,,20.0,24306.0,8.0,0.0,5.0,0.0,0.0,0.0,7.0,8.0,2013-11-08 04:41:34,3.0
imazen-discovery,imazen-discovery,4.0,1.0,226.0,2.0,1375809423.0,1385165837.0,109.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
infostyle,infostyle,1.0,0.0,52.0,1.0,1331691764.0,1356627288.0,289.0,1.0,1.0,1.0,5.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-03-00 00:00:00,0.0,http://infostyle.com.ua/,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
inleadmedia,inleadmedia,14.0,12.0,284.0,9.0,1332492567.0,1383823913.0,595.0,1.0,1.0,2.0,0.0,5.0,0.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,2010-05-02 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
inruntime,inruntime,3.0,3.0,194.0,1.0,1332654793.0,1381067534.0,561.0,2.0,1.0,1.0,31.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-10-01 00:00:00,0.0,http://www.inruntime.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
instrumentio,instrumentio,5.0,4.0,23.0,1.0,1362100420.0,1367012284.0,57.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
interarma,interarma,4.0,1.0,7.0,1.0,1368833289.0,1372780415.0,46.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-01 00:00:00,2.0,http://interarma.org,,7.0,65785.43,0.0,1.0,7.0,0.0,0.0,0.0,4.0,0.0,2013-07-02 15:53:35,3.0
interline,interline,13.0,7.0,105.0,4.0,1333135391.0,1385158471.0,603.0,4.0,1.0,3.0,269.0,78.0,30.0,74.0,0.0,28.0,4.0,1.0,10.0,7.0,2011-03-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
intermine,intermine,38.0,13.0,3806.0,12.0,1331729424.0,1385390501.0,622.0,18.0,2.0,9.0,30.0,113.0,997.0,708.0,2.0,32.0,36.0,0.0,0.0,0.0,2010-01-01 00:00:00,0.0,www.intermine.org,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
iot-pune,iot-pune,14.0,3.0,73.0,6.0,1373365924.0,1383935380.0,123.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,
itsbspoke,itsbspoke,8.0,1.0,89.0,3.0,1372430612.0,1385047937.0,147.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2010-07-00 00:00:00,0.0,http://itsbspoke.com/,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
izzui,izzui,5.0,0.0,169.0,4.0,1375743763.0,1385045626.0,108.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
jmedialtd,jmedialtd,2.0,0.0,10.0,2.0,1376691666.0,1377169167.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,0.0
joinwire,joinwire,6.0,5.0,168.0,3.0,1333124943.0,1349718898.0,193.0,3.0,1.0,1.0,6.0,5.0,0.0,39.0,0.0,16.0,10.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,
joosy,joosy,9.0,0.0,634.0,6.0,1356071950.0,1384750378.0,332.0,4.0,1.0,4.0,35.0,16.0,31.0,57.0,0.0,4.0,23.0,0.0,0.0,0.0,2012-12-02 00:00:00,4.0,,,4.0,3723.93,2.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2012-12-26 20:21:56,2.0
jspringbot,jspringbot,13.0,0.0,540.0,6.0,1355147354.0,1384939641.0,345.0,3.0,1.0,3.0,5.0,2.0,9.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2012-12-01 00:00:00,4.0,http://jspringbot.org/,,20.0,1899.13,1.0,0.0,19.0,0.0,0.0,0.0,4.0,1.0,2012-12-11 21:28:22,2.0
jungrelations,jungrelations,2.0,0.0,15.0,2.0,1331582322.0,1332350891.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-10-00 00:00:00,0.0,http://www.jungrelations.com/,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
kaizenplatform,kaizenplatform,4.0,5.0,9.0,2.0,1376713444.0,1384092138.0,86.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-00 00:00:00,2.0,http://kaizenplatform.in,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2013-06-17 06:12:11,3.0
keplerproject,keplerproject,17.0,2.0,476.0,6.0,1332184801.0,1384816716.0,610.0,16.0,1.0,3.0,429.0,189.0,111.0,457.0,6.0,83.0,98.0,3.0,4.0,3.0,2009-09-02 00:00:00,0.0,http://www.keplerproject.org,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,2.0
kera-inc,kera-inc,6.0,4.0,25.0,1.0,1350066359.0,1367265419.0,200.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-08-02 00:00:00,4.0,https://www.kera.io,,9.0,3064.87,1.0,2.0,8.0,0.0,0.0,0.0,1.0,1.0,2012-10-14 21:30:51,1.0
kickyourapp,kickyourapp,4.0,0.0,228.0,6.0,1331637060.0,1378827720.0,547.0,1.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
kindista,kindista,1.0,0.0,261.0,2.0,1361584721.0,1385156694.0,273.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-02-02 00:00:00,3.0,https://kindista.org/,,20.0,46279.12,1.0,0.0,17.0,2.0,0.0,0.0,1.0,1.0,2013-03-27 00:52:33,2.0
kindleit,kindleit,1.0,1.0,22.0,1.0,1368197264.0,1385075367.0,196.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-08-02 00:00:00,0.0,http://www.kindleit.net,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
kit-cpp-workshop,kit-cpp-workshop,19.0,0.0,931.0,7.0,1334578880.0,1355480794.0,242.0,1.0,1.0,2.0,53.0,246.0,9.0,185.0,69.0,93.0,3.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
kohana-addons,kohana-addons,2.0,0.0,3.0,1.0,1357753222.0,1359552627.0,21.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
kort,kort,3.0,0.0,97.0,4.0,1361752749.0,1384892328.0,268.0,1.0,1.0,2.0,0.0,5.0,12.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,2013-01-01 00:00:00,4.0,http://www.kort.ch,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
la-conf,la-conf,2.0,0.0,6.0,1.0,1356622870.0,1361919484.0,62.0,0.0,1.0,0.0,0.0,2.0,9.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,2012-12-02 00:00:00,4.0,http://la-conf.org,,4.0,139.8,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2012-12-27 15:44:05,3.0
lacoperon,lacoperon,8.0,0.0,254.0,2.0,1351117681.0,1357665806.0,76.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,
language-club,language-club,2.0,0.0,13.0,3.0,1381544305.0,1384550857.0,35.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
lbifullstack,lbifullstack,5.0,0.0,58.0,1.0,1340045928.0,1344788132.0,55.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
lbrn,lbrn,3.0,0.0,301.0,4.0,1350998928.0,1384896359.0,393.0,3.0,1.0,3.0,1.0,0.0,11.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2012-07-00 00:00:00,5.0,http://lbrn.lsu.edu/,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
leaphub,leaphub,4.0,2.0,50.0,2.0,1349881501.0,1383768197.0,393.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-09-01 00:00:00,4.0,http://www.leaphub.de,,20.0,50733.93,2.0,0.0,18.0,0.0,0.0,0.0,2.0,2.0,2012-11-14 19:20:42,3.0
ledapei,ledapei,1.0,0.0,25.0,1.0,1354006462.0,1366085444.0,140.0,2.0,1.0,1.0,30.0,3.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2012-07-01 00:00:00,5.0,http://ledapei.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
libzero,libzero,2.0,0.0,57.0,2.0,1355427843.0,1382985292.0,319.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
