repository_organization,Unnamed: 0,Repos,ReposWhichAreForks,PushEvents,Pushers,FirstPush,LastPush,PushDurationDays,repository_homepages,repository_owners,repository_languages,WatchEvents,ForkEvents,IssuesEvents,IssueCommentEvents,DownloadEvents,PullRequestsClosed,PullRequestsMerged,SO_repos_linked_to,SO_posts_linking_to_orgs_repos,SO_answers_linking_to_orgs_repos,org_created,TempTable,blog,FirstEvent,EarlyEvents,MinsTo20Events,First20_Creates,First20_Forks,First20_Pushes,First20_WatchEvents,First20_IssueEvents,First20_PullRequests,First20_DistinctRepos,First20_OtherEvents,Event20Time,type
,12412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quixotico,Quixotico,1.0,1.0,3.0,1.0,1360765006.0,1362293738.0,18.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
RESTRack,RESTRack,1.0,0.0,51.0,1.0,1331601491.0,1359487728.0,323.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,2.0
Rangespan,Rangespan,5.0,5.0,29.0,4.0,1335860331.0,1376667167.0,473.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-09-01 00:00:00,0.0,https://www.rangespan.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
Raxa,Raxa,14.0,4.0,504.0,12.0,1331523494.0,1378725661.0,547.0,2.0,1.0,3.0,155.0,378.0,20.0,1014.0,0.0,619.0,414.0,0.0,0.0,0.0,2011-10-02 00:00:00,0.0,http://raxa.org,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
RecipientCollective,RecipientCollective,6.0,0.0,195.0,2.0,1339754139.0,1384189517.0,515.0,1.0,1.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-12-01 00:00:00,0.0,http://recipient.cc,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
RiTH-Tech,RiTH-Tech,4.0,3.0,21.0,1.0,1337854229.0,1349866150.0,140.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2011-08-02 00:00:00,0.0,http://rith-tech.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,2.0
RokkinCat,RokkinCat,4.0,2.0,19.0,4.0,1348782318.0,1383691635.0,405.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-09-00 00:00:00,0.0,http://rokkincat.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
Rue89,Rue89,2.0,2.0,33.0,2.0,1340096916.0,1371026846.0,358.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-04-00 00:00:00,0.0,http://www.rue89.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
SEP007,SEP007,8.0,5.0,502.0,7.0,1378477556.0,1385378597.0,80.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,2013-09-00 00:00:00,1.0,sep007.tdeekens.name,,20.0,8828.75,2.0,5.0,16.0,0.0,0.0,2.0,3.0,2.0,2013-09-12 17:32:18,2.0
SSI-Avalon,SSI-Avalon,4.0,4.0,24.0,4.0,1334200912.0,1375289873.0,476.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
SSVC,SSVC,1.0,0.0,57.0,1.0,1355239648.0,1384185248.0,336.0,0.0,1.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
Sagacify,Sagacify,4.0,0.0,34.0,4.0,1368798620.0,1381777874.0,151.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-04-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,2.0
Sandglaz,Sandglaz,2.0,0.0,64.0,2.0,1334960395.0,1380567930.0,528.0,2.0,1.0,2.0,267.0,42.0,4.0,12.0,0.0,1.0,1.0,1.0,2.0,2.0,2011-10-00 00:00:00,0.0,http://www.sandglaz.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,2.0
ScienceGist,ScienceGist,3.0,0.0,27.0,1.0,1375562074.0,1384105866.0,99.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013-08-00 00:00:00,1.0,http://sciencegist.com,,5.0,273.82,1.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,2013-08-05 12:00:53,2.0
SfZBadSaulgau,SfZBadSaulgau,1.0,0.0,18.0,2.0,1365692863.0,1383669114.0,209.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
Shinetechchina,Shinetechchina,4.0,2.0,351.0,6.0,1333184229.0,1384439334.0,594.0,2.0,1.0,1.0,11.0,6.0,0.0,9.0,0.0,31.0,37.0,0.0,0.0,0.0,2012-03-02 00:00:00,0.0,www.shinetechchina.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
Shoeboxed,Shoeboxed,17.0,4.0,58.0,3.0,1332328099.0,1372414485.0,464.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-08-01 00:00:00,0.0,http://www.shoeboxed.com/,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
ShotDev,ShotDev,2.0,0.0,46.0,2.0,1374905084.0,1375381335.0,6.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
Shri-Hackathon,Shri-Hackathon,3.0,0.0,69.0,3.0,1359035621.0,1382529623.0,272.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-01-02 00:00:00,3.0,,,20.0,2633.3,2.0,0.0,17.0,1.0,0.0,0.0,1.0,2.0,2013-01-26 09:44:49,3.0
SingularLogic,SingularLogic,4.0,0.0,162.0,2.0,1343738708.0,1365956289.0,258.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-09-00 00:00:00,0.0,http://www.singularlogic.eu/,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
SistemaKontrolya,SistemaKontrolya,1.0,0.0,36.0,3.0,1352232998.0,1356496173.0,50.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
Skipbug,Skipbug,1.0,0.0,120.0,4.0,1347890578.0,1352894939.0,58.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
SnapSimpleTech,SnapSimpleTech,2.0,0.0,6.0,1.0,1362790327.0,1370004911.0,84.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,
SoutHACKton,SoutHACKton,6.0,0.0,149.0,4.0,1332161512.0,1367481287.0,409.0,2.0,1.0,1.0,6.0,11.0,3.0,8.0,0.0,3.0,3.0,0.0,0.0,0.0,2012-02-01 00:00:00,0.0,http://southackton.org.uk/,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
SpaceAppsReno,SpaceAppsReno,2.0,0.0,40.0,6.0,1366476715.0,1367365456.0,11.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
SpeechLove,SpeechLove,1.0,0.0,189.0,5.0,1353972437.0,1359692195.0,67.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,13.0,11.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
SphereConsultingInc,SphereConsultingInc,1.0,2.0,5.0,1.0,1367596010.0,1368029566.0,6.0,1.0,1.0,1.0,18.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-01-01 00:00:00,0.0,www.sphereinc.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
StoopsArtsUnlimited4CREHST,StoopsArtsUnlimited4CREHST,1.0,0.0,12.0,1.0,1364253141.0,1365668706.0,17.0,0.0,1.0,2.0,5.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
StrathSEDS,StrathSEDS,2.0,0.0,454.0,1.0,1370435464.0,1381250137.0,126.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013-06-00 00:00:00,2.0,http://www.strathseds.org/,,20.0,509.12,1.0,0.0,19.0,0.0,0.0,0.0,1.0,1.0,2013-06-05 20:52:22,3.0
StudyBlue,StudyBlue,12.0,10.0,378.0,4.0,1332432081.0,1372881887.0,469.0,5.0,1.0,3.0,11.0,13.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
StupidStudio,StupidStudio,3.0,0.0,45.0,2.0,1365078341.0,1384856487.0,229.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2013-04-00 00:00:00,3.0,http://stupid-studio.com/,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
SzkolaCzytania,SzkolaCzytania,3.0,1.0,46.0,1.0,1333747125.0,1372475807.0,449.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-09-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,2.0
THDRedTeam,THDRedTeam,2.0,0.0,11.0,2.0,1380900417.0,1382412338.0,18.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-00 00:00:00,1.0,,,16.0,25228.95,5.0,0.0,11.0,0.0,0.0,0.0,3.0,5.0,2013-10-22 03:25:38,1.0
TMTG03,TMTG03,2.0,0.0,55.0,4.0,1383819862.0,1385382614.0,19.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
TableTopSecurity,TableTopSecurity,1.0,0.0,12.0,1.0,1353976700.0,1357504312.0,41.0,0.0,1.0,0.0,111.0,24.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,2012-10-00 00:00:00,4.0,,,20.0,113145.02,2.0,0.0,4.0,13.0,0.0,0.0,1.0,2.0,2012-12-23 14:09:04,2.0
TeXSample-Team,TeXSample-Team,7.0,0.0,508.0,1.0,1347702102.0,1384755696.0,429.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,2012-09-00 00:00:00,4.0,,,20.0,160.48,19.0,0.0,0.0,0.0,0.0,0.0,4.0,19.0,2012-09-11 13:40:25,1.0
TeamHack,TeamHack,1.0,0.0,5.0,1.0,1374286417.0,1377101867.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-01 00:00:00,2.0,http://ingersollcenter.org/Steep.Team.Hack,,6.0,99216.87,2.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2013-07-20 02:15:07,3.0
TerrificTen,TerrificTen,3.0,0.0,7.0,2.0,1353240178.0,1354467346.0,15.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,0.0
TexasDigitalLibrary,TexasDigitalLibrary,2.0,0.0,862.0,6.0,1337858857.0,1380320681.0,492.0,2.0,1.0,2.0,6.0,9.0,286.0,20.0,8.0,2.0,0.0,0.0,0.0,0.0,2012-01-01 00:00:00,0.0,www.tdl.org,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
TheCedarsSchool,TheCedarsSchool,1.0,1.0,9.0,1.0,1381852837.0,1385387703.0,41.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
ThemeSpectre,ThemeSpectre,1.0,0.0,9.0,2.0,1379569079.0,1382930160.0,39.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2013-08-02 00:00:00,1.0,http://themespectre.com,,20.0,7862.52,2.0,0.0,3.0,11.0,0.0,0.0,1.0,2.0,2013-09-24 16:32:34,3.0
Threadflip,Threadflip,7.0,9.0,19.0,6.0,1343185468.0,1383589216.0,468.0,3.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
Tietoarkisto,Tietoarkisto,1.0,0.0,37.0,2.0,1381390633.0,1385369135.0,47.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
TimeIPS,TimeIPS,2.0,1.0,47.0,2.0,1367265935.0,1383775340.0,192.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013-04-01 00:00:00,3.0,http://timeips.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
Turpial,Turpial,6.0,5.0,175.0,3.0,1336236944.0,1384953203.0,564.0,2.0,1.0,4.0,33.0,18.0,97.0,31.0,0.0,9.0,8.0,0.0,0.0,0.0,2012-04-03 00:00:00,5.0,http://turpial.org.ve/,,20.0,15588.23,0.0,12.0,18.0,2.0,0.0,0.0,1.0,0.0,2012-05-16 01:16:57,3.0
UNDRGRNDRadio,UNDRGRNDRadio,1.0,0.0,9.0,2.0,1362200376.0,1362725233.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-03-00 00:00:00,3.0,http://UNDRGRNDRadio.com,,10.0,8752.45,1.0,0.0,9.0,0.0,0.0,0.0,1.0,1.0,2013-03-08 06:47:13,3.0
UPSingapore,UPSingapore,3.0,0.0,24.0,1.0,1338458083.0,1339042897.0,7.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
VerKnowSys,VerKnowSys,10.0,3.0,1381.0,4.0,1337165444.0,1385385821.0,559.0,2.0,1.0,6.0,4.0,1.0,19.0,8.0,0.0,1.0,2.0,0.0,0.0,0.0,2011-02-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
WFP-Dubai,WFP-Dubai,16.0,2.0,1674.0,5.0,1331789340.0,1384420045.0,610.0,1.0,1.0,5.0,7.0,3.0,43.0,9.0,0.0,53.0,34.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
WebTraining098,WebTraining098,5.0,0.0,23.0,2.0,1352004194.0,1354610779.0,31.0,0.0,1.0,1.0,1.0,1.0,21.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-11-00 00:00:00,4.0,http://weva.hotcom-web.com/wordpress/,,20.0,11577.45,6.0,0.0,4.0,0.0,9.0,0.0,4.0,6.0,2012-11-12 04:55:46,1.0
Webizly,Webizly,9.0,0.0,131.0,7.0,1365740198.0,1370880324.0,60.0,0.0,1.0,3.0,3.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,
Xignite,Xignite,1.0,0.0,7.0,2.0,1355791489.0,1368909432.0,152.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-12-02 00:00:00,0.0,www.xignite.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
XperiaFusion,XperiaFusion,5.0,6.0,13.0,1.0,1349474386.0,1352499802.0,36.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,
ZTEPortingTool,ZTEPortingTool,3.0,2.0,74.0,3.0,1340480383.0,1352663312.0,142.0,1.0,1.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,
Zagoos,Zagoos,1.0,0.0,21.0,2.0,1383073379.0,1385364029.0,27.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
ZionSoft,ZionSoft,2.0,0.0,65.0,1.0,1370513997.0,1381056190.0,123.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-06-00 00:00:00,5.0,http://www.zionsoft.net/,,2.0,11.6,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2012-06-10 05:40:07,3.0
activeby,activeby,3.0,2.0,248.0,5.0,1332411243.0,1348250444.0,184.0,2.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-10-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
acug,acug,1.0,0.0,5.0,4.0,1366952950.0,1372086164.0,60.0,0.0,1.0,0.0,1.0,0.0,8.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-02 00:00:00,2.0,,,20.0,18670.18,2.0,0.0,2.0,0.0,16.0,0.0,1.0,2.0,2013-05-09 02:42:39,1.0
adcloud,adcloud,23.0,12.0,539.0,20.0,1332258439.0,1382693605.0,584.0,11.0,1.0,4.0,122.0,24.0,72.0,32.0,0.0,24.0,27.0,0.0,0.0,0.0,2011-04-02 00:00:00,0.0,dev.adcloud.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
adventure-io,adventure-io,1.0,0.0,23.0,1.0,1360645340.0,1369348421.0,101.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-02-00 00:00:00,3.0,https://gridkick.com/,,20.0,61180.87,2.0,0.0,16.0,0.0,0.0,0.0,1.0,2.0,2013-03-25 17:24:57,1.0
agilemd,agilemd,18.0,3.0,94.0,3.0,1367998125.0,1383263541.0,177.0,2.0,1.0,3.0,15.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2012-10-00 00:00:00,4.0,http://agilemd.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
allwrongworld,allwrongworld,2.0,0.0,48.0,1.0,1331454767.0,1334528064.0,36.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,
almende,almende,18.0,0.0,1812.0,12.0,1331653509.0,1385119795.0,619.0,11.0,1.0,3.0,271.0,92.0,254.0,537.0,3.0,27.0,40.0,1.0,2.0,2.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,2.0
anfema,anfema,2.0,1.0,18.0,2.0,1379085319.0,1384091826.0,58.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-05-00 00:00:00,5.0,http://anfe.ma,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2012-05-21 14:39:54,3.0
anideo,anideo,1.0,0.0,24.0,1.0,1332438833.0,1338260127.0,68.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
annotationframework,annotationframework,4.0,0.0,82.0,2.0,1368736329.0,1384905356.0,188.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
apicd,apicd,1.0,0.0,72.0,1.0,1340381859.0,1343088755.0,32.0,2.0,1.0,2.0,7.0,0.0,34.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-12-02 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
apontador,apontador,9.0,3.0,247.0,14.0,1332518277.0,1384275126.0,600.0,2.0,1.0,6.0,23.0,28.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,2010-09-00 00:00:00,0.0,http://blogs.apontador.com.br/tech,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
appfuel,appfuel,5.0,0.0,1018.0,3.0,1340602467.0,1351259814.0,124.0,0.0,1.0,2.0,9.0,4.0,54.0,30.0,0.0,2.0,2.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
argo,argo,13.0,0.0,210.0,2.0,1360776682.0,1384444910.0,274.0,1.0,2.0,1.0,16.0,10.0,41.0,62.0,0.0,5.0,5.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,2.0
ascendro,ascendro,7.0,3.0,29.0,2.0,1332962803.0,1383499688.0,585.0,2.0,1.0,4.0,8.0,2.0,45.0,62.0,0.0,1.0,3.0,0.0,0.0,0.0,2011-08-03 00:00:00,0.0,http://www.ascendro.de/,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
attr-encrypted,attr-encrypted,2.0,0.0,16.0,1.0,1379393818.0,1384477288.0,59.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,2.0
baagi,baagi,2.0,0.0,59.0,3.0,1335115149.0,1380803866.0,529.0,2.0,1.0,2.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-04-02 00:00:00,5.0,baagi.org,,18.0,6521.02,1.0,0.0,12.0,4.0,0.0,0.0,1.0,1.0,2012-04-26 13:59:57,1.0
bandwidthcom,bandwidthcom,1.0,0.0,609.0,2.0,1334239036.0,1335806017.0,19.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
barnowl,barnowl,1.0,0.0,85.0,8.0,1331743696.0,1384681577.0,613.0,1.0,1.0,2.0,12.0,5.0,0.0,127.0,0.0,51.0,59.0,0.0,0.0,0.0,2009-10-01 00:00:00,0.0,http://barnowl.mit.edu,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,2.0
